index,value,geometry
2238,21,"POLYGON ((121.1060639612546 14.67364506091178, 121.1060639612546 14.67454438127551, 121.1069933654243 14.67454438127551, 121.1069933654243 14.67364506091178, 121.1060639612546 14.67364506091178))"
2239,22,"POLYGON ((121.1060639612546 14.67454438127551, 121.1060639612546 14.67544370163924, 121.1069933654243 14.67544370163924, 121.1069933654243 14.67454438127551, 121.1060639612546 14.67454438127551))"
2259,18,"POLYGON ((121.1069933654243 14.6349742852716, 121.1069933654243 14.63587360563532, 121.107922769594 14.63587360563532, 121.107922769594 14.6349742852716, 121.1069933654243 14.6349742852716))"
2260,15,"POLYGON ((121.1069933654243 14.63587360563532, 121.1069933654243 14.63677292599905, 121.107922769594 14.63677292599905, 121.107922769594 14.63587360563532, 121.1069933654243 14.63587360563532))"
2261,15,"POLYGON ((121.1069933654243 14.63677292599905, 121.1069933654243 14.63767224636277, 121.107922769594 14.63767224636277, 121.107922769594 14.63677292599905, 121.1069933654243 14.63677292599905))"
2262,16,"POLYGON ((121.1069933654243 14.63767224636277, 121.1069933654243 14.6385715667265, 121.107922769594 14.6385715667265, 121.107922769594 14.63767224636277, 121.1069933654243 14.63767224636277))"
2263,20,"POLYGON ((121.1069933654243 14.6385715667265, 121.1069933654243 14.63947088709022, 121.107922769594 14.63947088709022, 121.107922769594 14.6385715667265, 121.1069933654243 14.6385715667265))"
2264,17,"POLYGON ((121.1069933654243 14.63947088709022, 121.1069933654243 14.64037020745395, 121.107922769594 14.64037020745395, 121.107922769594 14.63947088709022, 121.1069933654243 14.63947088709022))"
2265,19,"POLYGON ((121.1069933654243 14.64037020745395, 121.1069933654243 14.64126952781767, 121.107922769594 14.64126952781767, 121.107922769594 14.64037020745395, 121.1069933654243 14.64037020745395))"
2266,19,"POLYGON ((121.1069933654243 14.64126952781767, 121.1069933654243 14.6421688481814, 121.107922769594 14.6421688481814, 121.107922769594 14.64126952781767, 121.1069933654243 14.64126952781767))"
2267,17,"POLYGON ((121.1069933654243 14.6421688481814, 121.1069933654243 14.64306816854512, 121.107922769594 14.64306816854512, 121.107922769594 14.6421688481814, 121.1069933654243 14.6421688481814))"
2268,19,"POLYGON ((121.1069933654243 14.64306816854512, 121.1069933654243 14.64396748890885, 121.107922769594 14.64396748890885, 121.107922769594 14.64306816854512, 121.1069933654243 14.64306816854512))"
2269,19,"POLYGON ((121.1069933654243 14.64396748890885, 121.1069933654243 14.64486680927257, 121.107922769594 14.64486680927257, 121.107922769594 14.64396748890885, 121.1069933654243 14.64396748890885))"
2270,20,"POLYGON ((121.1069933654243 14.64486680927257, 121.1069933654243 14.6457661296363, 121.107922769594 14.6457661296363, 121.107922769594 14.64486680927257, 121.1069933654243 14.64486680927257))"
2271,20,"POLYGON ((121.1069933654243 14.6457661296363, 121.1069933654243 14.64666545000003, 121.107922769594 14.64666545000003, 121.107922769594 14.6457661296363, 121.1069933654243 14.6457661296363))"
2272,21,"POLYGON ((121.1069933654243 14.64666545000003, 121.1069933654243 14.64756477036375, 121.107922769594 14.64756477036375, 121.107922769594 14.64666545000003, 121.1069933654243 14.64666545000003))"
2273,20,"POLYGON ((121.1069933654243 14.64756477036375, 121.1069933654243 14.64846409072748, 121.107922769594 14.64846409072748, 121.107922769594 14.64756477036375, 121.1069933654243 14.64756477036375))"
2274,24,"POLYGON ((121.1069933654243 14.64846409072748, 121.1069933654243 14.6493634110912, 121.107922769594 14.6493634110912, 121.107922769594 14.64846409072748, 121.1069933654243 14.64846409072748))"
2275,20,"POLYGON ((121.1069933654243 14.6493634110912, 121.1069933654243 14.65026273145493, 121.107922769594 14.65026273145493, 121.107922769594 14.6493634110912, 121.1069933654243 14.6493634110912))"
2276,20,"POLYGON ((121.1069933654243 14.65026273145493, 121.1069933654243 14.65116205181865, 121.107922769594 14.65116205181865, 121.107922769594 14.65026273145493, 121.1069933654243 14.65026273145493))"
2277,17,"POLYGON ((121.1069933654243 14.65116205181865, 121.1069933654243 14.65206137218238, 121.107922769594 14.65206137218238, 121.107922769594 14.65116205181865, 121.1069933654243 14.65116205181865))"
2278,19,"POLYGON ((121.1069933654243 14.65206137218238, 121.1069933654243 14.6529606925461, 121.107922769594 14.6529606925461, 121.107922769594 14.65206137218238, 121.1069933654243 14.65206137218238))"
2279,19,"POLYGON ((121.1069933654243 14.6529606925461, 121.1069933654243 14.65386001290983, 121.107922769594 14.65386001290983, 121.107922769594 14.6529606925461, 121.1069933654243 14.6529606925461))"
2280,19,"POLYGON ((121.1069933654243 14.65386001290983, 121.1069933654243 14.65475933327355, 121.107922769594 14.65475933327355, 121.107922769594 14.65386001290983, 121.1069933654243 14.65386001290983))"
2281,19,"POLYGON ((121.1069933654243 14.65475933327355, 121.1069933654243 14.65565865363728, 121.107922769594 14.65565865363728, 121.107922769594 14.65475933327355, 121.1069933654243 14.65475933327355))"
2282,16,"POLYGON ((121.1069933654243 14.65565865363728, 121.1069933654243 14.656557974001, 121.107922769594 14.656557974001, 121.107922769594 14.65565865363728, 121.1069933654243 14.65565865363728))"
2283,20,"POLYGON ((121.1069933654243 14.656557974001, 121.1069933654243 14.65745729436473, 121.107922769594 14.65745729436473, 121.107922769594 14.656557974001, 121.1069933654243 14.656557974001))"
2284,19,"POLYGON ((121.1069933654243 14.65745729436473, 121.1069933654243 14.65835661472845, 121.107922769594 14.65835661472845, 121.107922769594 14.65745729436473, 121.1069933654243 14.65745729436473))"
2285,18,"POLYGON ((121.1069933654243 14.65835661472845, 121.1069933654243 14.65925593509218, 121.107922769594 14.65925593509218, 121.107922769594 14.65835661472845, 121.1069933654243 14.65835661472845))"
2286,18,"POLYGON ((121.1069933654243 14.65925593509218, 121.1069933654243 14.6601552554559, 121.107922769594 14.6601552554559, 121.107922769594 14.65925593509218, 121.1069933654243 14.65925593509218))"
2287,18,"POLYGON ((121.1069933654243 14.6601552554559, 121.1069933654243 14.66105457581963, 121.107922769594 14.66105457581963, 121.107922769594 14.6601552554559, 121.1069933654243 14.6601552554559))"
2288,20,"POLYGON ((121.1069933654243 14.66105457581963, 121.1069933654243 14.66195389618336, 121.107922769594 14.66195389618336, 121.107922769594 14.66105457581963, 121.1069933654243 14.66105457581963))"
2289,19,"POLYGON ((121.1069933654243 14.66195389618336, 121.1069933654243 14.66285321654708, 121.107922769594 14.66285321654708, 121.107922769594 14.66195389618336, 121.1069933654243 14.66195389618336))"
2290,19,"POLYGON ((121.1069933654243 14.66285321654708, 121.1069933654243 14.66375253691081, 121.107922769594 14.66375253691081, 121.107922769594 14.66285321654708, 121.1069933654243 14.66285321654708))"
2291,19,"POLYGON ((121.1069933654243 14.66375253691081, 121.1069933654243 14.66465185727453, 121.107922769594 14.66465185727453, 121.107922769594 14.66375253691081, 121.1069933654243 14.66375253691081))"
2292,20,"POLYGON ((121.1069933654243 14.66465185727453, 121.1069933654243 14.66555117763826, 121.107922769594 14.66555117763826, 121.107922769594 14.66465185727453, 121.1069933654243 14.66465185727453))"
2293,20,"POLYGON ((121.1069933654243 14.66555117763826, 121.1069933654243 14.66645049800198, 121.107922769594 14.66645049800198, 121.107922769594 14.66555117763826, 121.1069933654243 14.66555117763826))"
2294,19,"POLYGON ((121.1069933654243 14.66645049800198, 121.1069933654243 14.66734981836571, 121.107922769594 14.66734981836571, 121.107922769594 14.66645049800198, 121.1069933654243 14.66645049800198))"
2295,21,"POLYGON ((121.1069933654243 14.66734981836571, 121.1069933654243 14.66824913872943, 121.107922769594 14.66824913872943, 121.107922769594 14.66734981836571, 121.1069933654243 14.66734981836571))"
2296,20,"POLYGON ((121.1069933654243 14.66824913872943, 121.1069933654243 14.66914845909316, 121.107922769594 14.66914845909316, 121.107922769594 14.66824913872943, 121.1069933654243 14.66824913872943))"
2297,18,"POLYGON ((121.1069933654243 14.66914845909316, 121.1069933654243 14.67004777945688, 121.107922769594 14.67004777945688, 121.107922769594 14.66914845909316, 121.1069933654243 14.66914845909316))"
2298,17,"POLYGON ((121.1069933654243 14.67004777945688, 121.1069933654243 14.67094709982061, 121.107922769594 14.67094709982061, 121.107922769594 14.67004777945688, 121.1069933654243 14.67004777945688))"
2299,16,"POLYGON ((121.1069933654243 14.67094709982061, 121.1069933654243 14.67184642018433, 121.107922769594 14.67184642018433, 121.107922769594 14.67094709982061, 121.1069933654243 14.67094709982061))"
2300,15,"POLYGON ((121.1069933654243 14.67184642018433, 121.1069933654243 14.67274574054806, 121.107922769594 14.67274574054806, 121.107922769594 14.67184642018433, 121.1069933654243 14.67184642018433))"
2301,7,"POLYGON ((121.1069933654243 14.67274574054806, 121.1069933654243 14.67364506091178, 121.107922769594 14.67364506091178, 121.107922769594 14.67274574054806, 121.1069933654243 14.67274574054806))"
2302,17,"POLYGON ((121.1069933654243 14.67364506091178, 121.1069933654243 14.67454438127551, 121.107922769594 14.67454438127551, 121.107922769594 14.67364506091178, 121.1069933654243 14.67364506091178))"
2324,16,"POLYGON ((121.107922769594 14.63587360563532, 121.107922769594 14.63677292599905, 121.1088521737637 14.63677292599905, 121.1088521737637 14.63587360563532, 121.107922769594 14.63587360563532))"
2325,17,"POLYGON ((121.107922769594 14.63677292599905, 121.107922769594 14.63767224636277, 121.1088521737637 14.63767224636277, 121.1088521737637 14.63677292599905, 121.107922769594 14.63677292599905))"
2326,18,"POLYGON ((121.107922769594 14.63767224636277, 121.107922769594 14.6385715667265, 121.1088521737637 14.6385715667265, 121.1088521737637 14.63767224636277, 121.107922769594 14.63767224636277))"
2327,20,"POLYGON ((121.107922769594 14.6385715667265, 121.107922769594 14.63947088709022, 121.1088521737637 14.63947088709022, 121.1088521737637 14.6385715667265, 121.107922769594 14.6385715667265))"
2328,18,"POLYGON ((121.107922769594 14.63947088709022, 121.107922769594 14.64037020745395, 121.1088521737637 14.64037020745395, 121.1088521737637 14.63947088709022, 121.107922769594 14.63947088709022))"
2329,20,"POLYGON ((121.107922769594 14.64037020745395, 121.107922769594 14.64126952781767, 121.1088521737637 14.64126952781767, 121.1088521737637 14.64037020745395, 121.107922769594 14.64037020745395))"
2330,18,"POLYGON ((121.107922769594 14.64126952781767, 121.107922769594 14.6421688481814, 121.1088521737637 14.6421688481814, 121.1088521737637 14.64126952781767, 121.107922769594 14.64126952781767))"
2331,17,"POLYGON ((121.107922769594 14.6421688481814, 121.107922769594 14.64306816854512, 121.1088521737637 14.64306816854512, 121.1088521737637 14.6421688481814, 121.107922769594 14.6421688481814))"
2332,20,"POLYGON ((121.107922769594 14.64306816854512, 121.107922769594 14.64396748890885, 121.1088521737637 14.64396748890885, 121.1088521737637 14.64306816854512, 121.107922769594 14.64306816854512))"
2333,19,"POLYGON ((121.107922769594 14.64396748890885, 121.107922769594 14.64486680927257, 121.1088521737637 14.64486680927257, 121.1088521737637 14.64396748890885, 121.107922769594 14.64396748890885))"
2334,20,"POLYGON ((121.107922769594 14.64486680927257, 121.107922769594 14.6457661296363, 121.1088521737637 14.6457661296363, 121.1088521737637 14.64486680927257, 121.107922769594 14.64486680927257))"
2335,20,"POLYGON ((121.107922769594 14.6457661296363, 121.107922769594 14.64666545000003, 121.1088521737637 14.64666545000003, 121.1088521737637 14.6457661296363, 121.107922769594 14.6457661296363))"
2336,19,"POLYGON ((121.107922769594 14.64666545000003, 121.107922769594 14.64756477036375, 121.1088521737637 14.64756477036375, 121.1088521737637 14.64666545000003, 121.107922769594 14.64666545000003))"
2337,19,"POLYGON ((121.107922769594 14.64756477036375, 121.107922769594 14.64846409072748, 121.1088521737637 14.64846409072748, 121.1088521737637 14.64756477036375, 121.107922769594 14.64756477036375))"
2338,18,"POLYGON ((121.107922769594 14.64846409072748, 121.107922769594 14.6493634110912, 121.1088521737637 14.6493634110912, 121.1088521737637 14.64846409072748, 121.107922769594 14.64846409072748))"
2339,17,"POLYGON ((121.107922769594 14.6493634110912, 121.107922769594 14.65026273145493, 121.1088521737637 14.65026273145493, 121.1088521737637 14.6493634110912, 121.107922769594 14.6493634110912))"
2340,16,"POLYGON ((121.107922769594 14.65026273145493, 121.107922769594 14.65116205181865, 121.1088521737637 14.65116205181865, 121.1088521737637 14.65026273145493, 121.107922769594 14.65026273145493))"
2341,17,"POLYGON ((121.107922769594 14.65116205181865, 121.107922769594 14.65206137218238, 121.1088521737637 14.65206137218238, 121.1088521737637 14.65116205181865, 121.107922769594 14.65116205181865))"
2342,21,"POLYGON ((121.107922769594 14.65206137218238, 121.107922769594 14.6529606925461, 121.1088521737637 14.6529606925461, 121.1088521737637 14.65206137218238, 121.107922769594 14.65206137218238))"
2343,19,"POLYGON ((121.107922769594 14.6529606925461, 121.107922769594 14.65386001290983, 121.1088521737637 14.65386001290983, 121.1088521737637 14.6529606925461, 121.107922769594 14.6529606925461))"
2344,16,"POLYGON ((121.107922769594 14.65386001290983, 121.107922769594 14.65475933327355, 121.1088521737637 14.65475933327355, 121.1088521737637 14.65386001290983, 121.107922769594 14.65386001290983))"
2345,19,"POLYGON ((121.107922769594 14.65475933327355, 121.107922769594 14.65565865363728, 121.1088521737637 14.65565865363728, 121.1088521737637 14.65475933327355, 121.107922769594 14.65475933327355))"
2346,20,"POLYGON ((121.107922769594 14.65565865363728, 121.107922769594 14.656557974001, 121.1088521737637 14.656557974001, 121.1088521737637 14.65565865363728, 121.107922769594 14.65565865363728))"
2347,19,"POLYGON ((121.107922769594 14.656557974001, 121.107922769594 14.65745729436473, 121.1088521737637 14.65745729436473, 121.1088521737637 14.656557974001, 121.107922769594 14.656557974001))"
2348,18,"POLYGON ((121.107922769594 14.65745729436473, 121.107922769594 14.65835661472845, 121.1088521737637 14.65835661472845, 121.1088521737637 14.65745729436473, 121.107922769594 14.65745729436473))"
2349,19,"POLYGON ((121.107922769594 14.65835661472845, 121.107922769594 14.65925593509218, 121.1088521737637 14.65925593509218, 121.1088521737637 14.65835661472845, 121.107922769594 14.65835661472845))"
2350,17,"POLYGON ((121.107922769594 14.65925593509218, 121.107922769594 14.6601552554559, 121.1088521737637 14.6601552554559, 121.1088521737637 14.65925593509218, 121.107922769594 14.65925593509218))"
2351,16,"POLYGON ((121.107922769594 14.6601552554559, 121.107922769594 14.66105457581963, 121.1088521737637 14.66105457581963, 121.1088521737637 14.6601552554559, 121.107922769594 14.6601552554559))"
2352,19,"POLYGON ((121.107922769594 14.66105457581963, 121.107922769594 14.66195389618336, 121.1088521737637 14.66195389618336, 121.1088521737637 14.66105457581963, 121.107922769594 14.66105457581963))"
2353,19,"POLYGON ((121.107922769594 14.66195389618336, 121.107922769594 14.66285321654708, 121.1088521737637 14.66285321654708, 121.1088521737637 14.66195389618336, 121.107922769594 14.66195389618336))"
2354,18,"POLYGON ((121.107922769594 14.66285321654708, 121.107922769594 14.66375253691081, 121.1088521737637 14.66375253691081, 121.1088521737637 14.66285321654708, 121.107922769594 14.66285321654708))"
2355,20,"POLYGON ((121.107922769594 14.66375253691081, 121.107922769594 14.66465185727453, 121.1088521737637 14.66465185727453, 121.1088521737637 14.66375253691081, 121.107922769594 14.66375253691081))"
2356,20,"POLYGON ((121.107922769594 14.66465185727453, 121.107922769594 14.66555117763826, 121.1088521737637 14.66555117763826, 121.1088521737637 14.66465185727453, 121.107922769594 14.66465185727453))"
